new_building,location,address,price,title,facilities,description_text,date_changed,ad_url,id,fellesgjeld,omkostninger,totalpris,felleskost_mnd,boligtype,eieform_bolig,soverom,primaerrom,bruksareal,etasje,byggear,energimerking,rom,tomteareal,bruttoareal,fellesformue,formuesverdi,num,festeavgift,boligselgerforsikring,kommunale_avg,renovert_ar,grunnflate,sikringsordning,tomt,festear,utleiedel
FALSE,Homansbyen - Parkveien,"Parkveien 15B, 0350 Oslo",13200000,Eksklusiv og meget lekker 4-roms m/2 balkonger - Peis - Klassiske detaljer - Snekkerbygde løsninger - Walk-in/vaskerom++,"Balkong/Terrasse, Kabel-TV, Parkett, Peis/Ildsted, Sentralt, Vaktmester-/vektertjeneste"," Man. 12. april 18:00 - 19:00 + Legg til i kalender Visningspåmelding En sjelden mulighet i Homansbyen. Stor og eksklusiv 4r eierseksjon med 2 balkonger, peis og en innholdsrik planløsning. Leiligheten ligger i byggets 3. etg, er gjennomgående med begge soverom mot rolig bakgård og fremstår som meget gjennomført. Det kan nevnes klassiske detaljer som rosett, taklister og god takhøyde, kombinert med fin finish og påkostede løsninger. Leiligheten er pusset opp i perioden 2011-2014 med bl. a. nyoppusset bad og vaskerom med snekkerbygde løsninger, eksklusivt kjøkken fra Lidhult med hvitevarer fra V-Zug og Gaggenau, Mörkaskog parkett i alle oppholdsrom samt en generell oppgradering av overflater. Snekkerbygd garderobe i gang og walk-in. Det er bare å flytte rett inn! Høydepunkter:Stor og påkostet 4r Nyere oppusset2 balkongerPeisOpptil 3,31 i takhøyde Man. 12. april 18:00 - 19:00 + Legg til i kalender Visningspåmelding",2021-03-31,https://www.finn.no/realestate/homes/ad.html?finnkode=211503275,211503275,18846,331792,13550638,4506,Leilighet,Eier(Selveier),2,145,145,3,1900,F-oransje,4,734,154,38475,2385285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Homansbyen/Bislett,"Hegdehaugsveien 2, 0167 Oslo",1990000,Studioleilighet ved Oslo Met - Utleie/investering - Felles uteplass/terrasse i skjermet bakgård,"Kabel-TV, Moderne, Sentralt, Offentlig, vann/kloakk, Bredbåndstilknytning"," Søn. 11. april 1400 - 1500 + Legg til i kalender Man. 12. april 1700 - 1800 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 2 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding PrivatMegleren Park v/ Christian Falkenberg har gleden av å presentere Hedgehaugsveien 2! En lys og praktisk 1- roms med god planløsning. Leiligheten ligger sentralt til på Homansbyen/ Bislett. En meget attraktiv og etterspurt beliggenhet, med umiddelbar nærhet til alt Oslo har å tilby. Perfekt førstegangs- eller utleie/ innvesterings leilighet!Kort fortalt:- Gjennomgående god standard.- Åpen stue/kjøkken løsning.- Lekkert bad fra 2020.- God tilgang på kollektivtransport.VELKOMMEN TIL VISNING! Søn. 11. april 1400 - 1500 + Legg til i kalender Man. 12. april 1700 - 1800 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 2 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding",2021-04-07,https://www.finn.no/realestate/homes/ad.html?finnkode=213995308,213995308,12060,61502,2063562,855,Leilighet,Eier(Selveier),NA,15,15,NA,1860,G-rød,1,618,18,2775,474794,NA,480000,Ja,NA,NA,NA,NA,NA,NA,NA
FALSE,# Full pakke på Sagene,"Grimstadgata 28, 0464 Oslo",4950000,Lekker & moderne 2-roms hjørneleil. | Garasjeplass med el-lading | Heis  Peis | Balkong | Kjøkken & bad modernisert 2016,"Balkong/Terrasse, Peis/Ildsted, Parkett, Heis, Barnevennlig, Rolig, Kabel-TV, Moderne, Sentralt, Garasje/P-plass, Turterreng, Offentlig, vann/kloakk, Vaktmester-/vektertjeneste, Lademulighet"," Man. 12. april 1600 - 1700 + Legg til i kalender Tir. 13. april 1600 - 1700 + Legg til i kalender Dersom du planlegger å delta på annonsert visning bes du som kunde om å gi beskjed i forkant til eiendomsmegler, trykk på påmeldingsknappen i annonsen. Vi tilbyr også privatvisninger for de som ønsker det. Velkommen til en trygg visning! Visningspåmelding Velkommen til Grimstadgata 28! Flott, luftig og moderne 2-roms hjørneleilighet med heisadkomst. Fantastisk beliggenhet på Sagene - med alt i umiddelbar nærhet!. Leiligheten har en god planløsning, med kvaliteter som parkett på gulv, romslige rom og store vindusflater.Stor balkong med gode møbleringsmuligheterHeisadkomst til leilighetsplanGarasjeplass i garasjeanlegg med el-laderKjøkken fra 2016 med alt av integrerte hvitevarerVannstopper er montertTidsriktig baderom modernisert 2016Opplegg for vaskemaskinVarmtvann og kabel-tv inkl. i felleskostnaderFelleskostnader kun kr. 2.686,- pr. mndBredt servicetilbud og flere idylliske parker i nærområdet Man. 12. april 1600 - 1700 + Legg til i kalender Tir. 13. april 1600 - 1700 + Legg til i kalender Dersom du planlegger å delta på annonsert visning bes du som kunde om å gi beskjed i forkant til eiendomsmegler, trykk på påmeldingsknappen i annonsen. Vi tilbyr også privatvisninger for de som ønsker det. Velkommen til en trygg visning! Visningspåmelding",2021-04-07,https://www.finn.no/realestate/homes/ad.html?finnkode=213989723,213989723,11635,133039,5094674,2686,Leilighet,Eier(Selveier),1,57,57,2,1981,F-rød,2,746,63,21339,1004401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Veitvet.,"Veitvetstubben 8B, 0596 Oslo",3850000,Lekker & attraktiv 3-roms leil. Innglasset balkong. Bad fra 2019. Sentralt. Barnevennlig område. T-bane i nærheten.,"Balkong/Terrasse, Peis/Ildsted, Ingen, gjenboere, Rolig, Kabel-TV, Sentralt, Turterreng, Offentlig, vann/kloakk, Vaktmester-/vektertjeneste, Fellesvaskeri, Lademulighet"," Tir. 13. april 1700 - 1800 + Legg til i kalender Ons. 14. april 1700 - 1800 + Legg til i kalender Visningspåmelding Harold Mufoncol v/Eie Eiendomsmegling presenterer en lekker andelsleilighet beliggende i 1.etg med nytt bad fra 2019, innglasset balkong på 9 kvm og balkong på 5 kvm med gode lysforhold. Leiligheten ligger i et populært og barnevennlig område med gode fasiliteter.Veitvetstubben 8B ligger godt til med nærhet til skoler, barnehager, offentlig kommunikasjon, dagligvarehandel, et rikt utvalg av fasiliteter og servicetilbud.Eiendommen har nærhet til flotte tur- og friluftsområder i Lillomarka, noe som gir gode rekreasjonsmuligheter sommer som vinter.Kort om boligen:Totalrenovert bad fra 2019 i regi av borettslaget.Kort vei til kollektivtransport og dagligvarebutikk.Mulighet for leie av parkering med og uten elbil-lader*.Veldrevet borettslag.Nærhet til marka.Ingen forkjøpsrett. Tir. 13. april 1700 - 1800 + Legg til i kalender Ons. 14. april 1700 - 1800 + Legg til i kalender Visningspåmelding",2021-04-07,https://www.finn.no/realestate/homes/ad.html?finnkode=213984322,213984322,349178,8010,4207188,4190,Leilighet,Andel,2,70,80,1,1957,F-rød,3,24131,87,28962,978202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Bøler/Bogerud,"Paal Bergs vei 8, 0692 Oslo",5000000,Lys og moderne 3-roms andelsleilighet. Garasjeplass. Heis. Innglasset balkong. Ingen dok.avgift. Attraktivt & markanært!,"Balkong/Terrasse, Barnevennlig, Garasje/P-plass, Heis, Husdyr, tillatt, Ingen, gjenboere, Kabel-TV, Sentralt, Utsikt, Turterreng, Lademulighet"," Tor. 15. april 17:00 - 17:15 + Legg til i kalender Tor. 15. april 17:15 - 17:30 + Legg til i kalender Tor. 15. april 17:30 - 17:45 + Legg til i kalender Tor. 15. april 17:45 - 18:00 + Legg til i kalender Visningspåmelding Velkommen til Paal Bergs vei 8! En stilren 3-roms andelsleilighet i byggets 3. etasje, i et attraktivt og naturskjønt boligområde på Bogerud. Her bor du med nærhet til butikker og off. kom, samtidig som leiligheten ligger tilbaketrukket til med kort vei til marka, og en rekke flotte turområder. Leiligheten fremstår som lys og moderne med en gjennomgående god standard.Fremstående kvaliteter:- IN-ordning (sommer 2022)- Arealeffektiv og god planløsning- Gjennomgående god standard- Moderne- og tidsriktige farger - 2 soverom- Felles varmtvann (fjernvarme)- Heis- Innglasset balkong på ca. 8 kvm- Kjellerbod- Garasjeplass i lukket anlegg- God intern beliggenhet uten innsyn- Ingen dok. avgift- Kort vei til off. kom, butikker og marka- 2 min til T-bane Tor. 15. april 17:00 - 17:15 + Legg til i kalender Tor. 15. april 17:15 - 17:30 + Legg til i kalender Tor. 15. april 17:30 - 17:45 + Legg til i kalender Tor. 15. april 17:45 - 18:00 + Legg til i kalender Visningspåmelding",2021-04-06,https://www.finn.no/realestate/homes/ad.html?finnkode=213722575,213722575,470910,15482,5486392,8651,Leilighet,Andel,2,75,83,3,2005,E-mørkegrønn,3,5842,92,15852,1129449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,,"Frognerseterveien 43A, 0776 Oslo",12900000,Slemdal | Halvpart av vertikaldelt tomannsbolig | Garasje | Skjermet hage | 3 plan med egen inngang til underetasjen,"Balkong/Terrasse, Peis/Ildsted, Parkett, Barnevennlig, Sentralt, Garasje/P-plass, Turterreng, Alarm, Offentlig, vann/kloakk, Utsikt"," Søn. 11. april 1330 - 1430 + Legg til i kalender Man. 12. april 1700 - 1800 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding Sjarmerende og romslig halvpart av tomannsbolig med gode solforhold og flott planløsning. Hagen er skjermet for innsyn fra Frognerseterveien med gjerde og beplantning langs eiendommen. Fra eiendommen er det kort vei til Slemdal senter hvor man får dekket sitt daglige behov. Her finnes matbutikk, apotek og helsetilbud. Det er også nærhet til Vinderen sentrum som tilbyr et utvalg av butikker, hyggelige caféer/restauranter og vinmonopol.Med noen minutters gange til Slemdal t-banestasjon er veien kort til et yrende byliv på Majorstuen. Søn. 11. april 1330 - 1430 + Legg til i kalender Man. 12. april 1700 - 1800 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding",2021-04-07,https://www.finn.no/realestate/homes/ad.html?finnkode=212142505,212142505,NA,338170,13238170,NA,Tomannsbolig,Eier(Selveier),3,159,159,NA,2010,B-rød,4,869,174,NA,2871095,NA,NA,Ja,17597,NA,NA,NA,NA,NA,NA
