"ID";"RegioS";"Perioden";"GemiddeldeVerkoopprijs_1"
"3145";"GM0899";"2015JJ00";"  148880"
"3146";"GM0899";"2016JJ00";"  149486"
"3147";"GM0899";"2017JJ00";"  156069"
"3148";"GM0899";"2018JJ00";"  170698"
"3149";"GM0899";"2019JJ00";"  174186"
"3150";"GM0759";"1995JJ00";"   96700"
"3151";"GM0759";"1996JJ00";"  120566"
"3152";"GM0759";"1997JJ00";"  123848"
"3153";"GM0759";"1998JJ00";"  174847"
"3154";"GM0759";"1999JJ00";""
"3155";"GM0759";"2000JJ00";""
"3156";"GM0759";"2001JJ00";""
"3157";"GM0759";"2002JJ00";""
"3158";"GM0759";"2003JJ00";""
"3159";"GM0759";"2004JJ00";""
"3160";"GM0759";"2005JJ00";""
"3161";"GM0759";"2006JJ00";""
"3162";"GM0759";"2007JJ00";""
"3163";"GM0759";"2008JJ00";""
"3164";"GM0759";"2009JJ00";""
"3165";"GM0759";"2010JJ00";""
"3166";"GM0759";"2011JJ00";""
"3167";"GM0759";"2012JJ00";""
"3168";"GM0759";"2013JJ00";""
"3169";"GM0759";"2014JJ00";""
"3170";"GM0759";"2015JJ00";""
"3171";"GM0759";"2016JJ00";""
"3172";"GM0759";"2017JJ00";""
"3173";"GM0759";"2018JJ00";""
"3174";"GM0759";"2019JJ00";""
"3175";"GM0312";"1995JJ00";"  129565"
"3176";"GM0312";"1996JJ00";"  137090"
"3177";"GM0312";"1997JJ00";"  149952"
"3178";"GM0312";"1998JJ00";"  178716"
"3179";"GM0312";"1999JJ00";"  209495"
"3180";"GM0312";"2000JJ00";"  243400"
"3181";"GM0312";"2001JJ00";"  247976"
"3182";"GM0312";"2002JJ00";"  266721"
"3183";"GM0312";"2003JJ00";"  250476"
"3184";"GM0312";"2004JJ00";"  278256"
"3185";"GM0312";"2005JJ00";"  270461"
"3186";"GM0312";"2006JJ00";"  320244"
"3187";"GM0312";"2007JJ00";"  367885"
"3188";"GM0312";"2008JJ00";"  326760"
"3189";"GM0312";"2009JJ00";"  349080"
"3190";"GM0312";"2010JJ00";"  307349"
"3191";"GM0312";"2011JJ00";"  296279"
"3192";"GM0312";"2012JJ00";"  277716"
"3193";"GM0312";"2013JJ00";"  296590"
"3194";"GM0312";"2014JJ00";"  271316"
"3195";"GM0312";"2015JJ00";"  300792"
"3196";"GM0312";"2016JJ00";"  339691"
"3197";"GM0312";"2017JJ00";"  354780"
"3198";"GM0312";"2018JJ00";"  402389"
"3199";"GM0312";"2019JJ00";"  405915"
"3200";"GM0313";"1995JJ00";"   98266"
"3201";"GM0313";"1996JJ00";"   99119"
"3202";"GM0313";"1997JJ00";"  118626"
"3203";"GM0313";"1998JJ00";"  136789"
"3204";"GM0313";"1999JJ00";"  145091"
"3205";"GM0313";"2000JJ00";"  179684"
"3206";"GM0313";"2001JJ00";"  226341"
"3207";"GM0313";"2002JJ00";"  224838"
"3208";"GM0313";"2003JJ00";"  218498"
"3209";"GM0313";"2004JJ00";"  229128"
"3210";"GM0313";"2005JJ00";"  248689"
"3211";"GM0313";"2006JJ00";"  268687"
"3212";"GM0313";"2007JJ00";"  280351"
"3213";"GM0313";"2008JJ00";"  274737"
"3214";"GM0313";"2009JJ00";"  252229"
"3215";"GM0313";"2010JJ00";"  263047"
"3216";"GM0313";"2011JJ00";"  252160"
"3217";"GM0313";"2012JJ00";"  241145"
"3218";"GM0313";"2013JJ00";"  205432"
"3219";"GM0313";"2014JJ00";"  220633"
"3220";"GM0313";"2015JJ00";"  248750"
"3221";"GM0313";"2016JJ00";"  251164"
"3222";"GM0313";"2017JJ00";"  274301"
"3223";"GM0313";"2018JJ00";"  311681"
"3224";"GM0313";"2019JJ00";"  326403"
"3225";"GM0214";"1995JJ00";"  127372"
"3226";"GM0214";"1996JJ00";"  128788"
"3227";"GM0214";"1997JJ00";"  153291"
"3228";"GM0214";"1998JJ00";"  183919"
"3229";"GM0214";"1999JJ00";"  190522"
"3230";"GM0214";"2000JJ00";"  209714"
"3231";"GM0214";"2001JJ00";"  269583"
"3232";"GM0214";"2002JJ00";"  247508"
"3233";"GM0214";"2003JJ00";"  260181"
"3234";"GM0214";"2004JJ00";"  287002"
"3235";"GM0214";"2005JJ00";"  281742"
"3236";"GM0214";"2006JJ00";"  318817"
"3237";"GM0214";"2007JJ00";"  336132"
"3238";"GM0214";"2008JJ00";"  342651"
"3239";"GM0214";"2009JJ00";"  285561"
"3240";"GM0214";"2010JJ00";"  289948"
"3241";"GM0214";"2011JJ00";"  294769"
"3242";"GM0214";"2012JJ00";"  259137"
"3243";"GM0214";"2013JJ00";"  262957"
"3244";"GM0214";"2014JJ00";"  268619"
"3245";"GM0214";"2015JJ00";"  274334"
"3246";"GM0214";"2016JJ00";"  276091"
"3247";"GM0214";"2017JJ00";"  298471"
"3248";"GM0214";"2018JJ00";"  333707"
"3249";"GM0214";"2019JJ00";"  324945"
"3250";"GM0381";"1995JJ00";"  133815"
"3251";"GM0381";"1996JJ00";"  147692"
"3252";"GM0381";"1997JJ00";"  175759"
"3253";"GM0381";"1998JJ00";"  207038"
"3254";"GM0381";"1999JJ00";"  241701"
"3255";"GM0381";"2000JJ00";"  331210"
"3256";"GM0381";"2001JJ00";"  316422"
"3257";"GM0381";"2002JJ00";"  342642"
"3258";"GM0381";"2003JJ00";"  339409"
"3259";"GM0381";"2004JJ00";"  330863"
"3260";"GM0381";"2005JJ00";"  344592"
"3261";"GM0381";"2006JJ00";"  391828"
"3262";"GM0381";"2007JJ00";"  426875"
"3263";"GM0381";"2008JJ00";"  420403"
"3264";"GM0381";"2009JJ00";"  367156"
"3265";"GM0381";"2010JJ00";"  427680"
"3266";"GM0381";"2011JJ00";"  474232"
"3267";"GM0381";"2012JJ00";"  396800"
"3268";"GM0381";"2013JJ00";"  345015"
"3269";"GM0381";"2014JJ00";"  364937"
"3270";"GM0381";"2015JJ00";"  373650"
"3271";"GM0381";"2016JJ00";""
"3272";"GM0381";"2017JJ00";""
"3273";"GM0381";"2018JJ00";""
"3274";"GM0381";"2019JJ00";""
"3275";"GM0502";"1995JJ00";"   93988"
"3276";"GM0502";"1996JJ00";"  100628"
"3277";"GM0502";"1997JJ00";"  111030"
"3278";"GM0502";"1998JJ00";"  117806"
"3279";"GM0502";"1999JJ00";"  135306"
"3280";"GM0502";"2000JJ00";"  159698"
"3281";"GM0502";"2001JJ00";"  175498"
"3282";"GM0502";"2002JJ00";"  188906"
"3283";"GM0502";"2003JJ00";"  186793"
"3284";"GM0502";"2004JJ00";"  194021"
"3285";"GM0502";"2005JJ00";"  200432"
"3286";"GM0502";"2006JJ00";"  208187"
"3287";"GM0502";"2007JJ00";"  218685"
"3288";"GM0502";"2008JJ00";"  213802"
"3289";"GM0502";"2009JJ00";"  210447"
"3290";"GM0502";"2010JJ00";"  208654"
"3291";"GM0502";"2011JJ00";"  212824"
"3292";"GM0502";"2012JJ00";"  207725"
"3293";"GM0502";"2013JJ00";"  186584"
"3294";"GM0502";"2014JJ00";"  188970"
"3295";"GM0502";"2015JJ00";"  186794"
"3296";"GM0502";"2016JJ00";"  195062"
"3297";"GM0502";"2017JJ00";"  219934"
"3298";"GM0502";"2018JJ00";"  247063"
"3299";"GM0502";"2019JJ00";"  265359"
"3300";"GM0383";"1995JJ00";"  108697"
"3301";"GM0383";"1996JJ00";"  116500"
"3302";"GM0383";"1997JJ00";"  126587"
"3303";"GM0383";"1998JJ00";"  137020"
"3304";"GM0383";"1999JJ00";"  161936"
"3305";"GM0383";"2000JJ00";"  187498"
"3306";"GM0383";"2001JJ00";"  215814"
"3307";"GM0383";"2002JJ00";"  252905"
"3308";"GM0383";"2003JJ00";"  282695"
"3309";"GM0383";"2004JJ00";"  257972"
"3310";"GM0383";"2005JJ00";"  262738"
"3311";"GM0383";"2006JJ00";"  307741"
"3312";"GM0383";"2007JJ00";"  312795"
"3313";"GM0383";"2008JJ00";"  332133"
"3314";"GM0383";"2009JJ00";"  291663"
"3315";"GM0383";"2010JJ00";"  276992"
"3316";"GM0383";"2011JJ00";"  289709"
"3317";"GM0383";"2012JJ00";"  263424"
"3318";"GM0383";"2013JJ00";"  219334"
"3319";"GM0383";"2014JJ00";"  237885"
"3320";"GM0383";"2015JJ00";"  255876"
"3321";"GM0383";"2016JJ00";"  258386"
"3322";"GM0383";"2017JJ00";"  304792"
"3323";"GM0383";"2018JJ00";"  338188"
"3324";"GM0383";"2019JJ00";"  369741"
"3325";"GM0760";"1995JJ00";"  119386"
"3326";"GM0760";"1996JJ00";"  125070"
"3327";"GM0760";"1997JJ00";""
"3328";"GM0760";"1998JJ00";""
"3329";"GM0760";"1999JJ00";""
"3330";"GM0760";"2000JJ00";""
"3331";"GM0760";"2001JJ00";""
"3332";"GM0760";"2002JJ00";""
"3333";"GM0760";"2003JJ00";""
"3334";"GM0760";"2004JJ00";""
"3335";"GM0760";"2005JJ00";""
"3336";"GM0760";"2006JJ00";""
"3337";"GM0760";"2007JJ00";""
"3338";"GM0760";"2008JJ00";""
"3339";"GM0760";"2009JJ00";""
"3340";"GM0760";"2010JJ00";""
"3341";"GM0760";"2011JJ00";""
"3342";"GM0760";"2012JJ00";""
"3343";"GM0760";"2013JJ00";""
"3344";"GM0760";"2014JJ00";""
"3345";"GM0760";"2015JJ00";""
"3346";"GM0760";"2016JJ00";""
"3347";"GM0760";"2017JJ00";""
"3348";"GM0760";"2018JJ00";""
"3349";"GM0760";"2019JJ00";""
"3350";"GM0109";"1995JJ00";"   71576"
"3351";"GM0109";"1996JJ00";"   75983"
"3352";"GM0109";"1997JJ00";"   71746"
"3353";"GM0109";"1998JJ00";"  111111"
"3354";"GM0109";"1999JJ00";"  129641"
"3355";"GM0109";"2000JJ00";"  158862"
"3356";"GM0109";"2001JJ00";"  171956"
"3357";"GM0109";"2002JJ00";"  180720"
"3358";"GM0109";"2003JJ00";"  177210"
"3359";"GM0109";"2004JJ00";"  188093"
"3360";"GM0109";"2005JJ00";"  188670"
"3361";"GM0109";"2006JJ00";"  206556"
"3362";"GM0109";"2007JJ00";"  212644"
"3363";"GM0109";"2008JJ00";"  228372"
"3364";"GM0109";"2009JJ00";"  201968"
"3365";"GM0109";"2010JJ00";"  212365"
"3366";"GM0109";"2011JJ00";"  205781"
"3367";"GM0109";"2012JJ00";"  192977"
"3368";"GM0109";"2013JJ00";"  178598"
"3369";"GM0109";"2014JJ00";"  183627"
"3370";"GM0109";"2015JJ00";"  188646"
"3371";"GM0109";"2016JJ00";"  213934"
"3372";"GM0109";"2017JJ00";"  211691"
"3373";"GM0109";"2018JJ00";"  215837"
"3374";"GM0109";"2019JJ00";"  236021"
"3375";"GM0314";"1995JJ00";"  116204"
"3376";"GM0314";"1996JJ00";""
"3377";"GM0314";"1997JJ00";""
"3378";"GM0314";"1998JJ00";""
"3379";"GM0314";"1999JJ00";""
"3380";"GM0314";"2000JJ00";""
"3381";"GM0314";"2001JJ00";""
"3382";"GM0314";"2002JJ00";""
"3383";"GM0314";"2003JJ00";""
"3384";"GM0314";"2004JJ00";""
"3385";"GM0314";"2005JJ00";""
"3386";"GM0314";"2006JJ00";""
"3387";"GM0314";"2007JJ00";""
"3388";"GM0314";"2008JJ00";""
"3389";"GM0314";"2009JJ00";""
"3390";"GM0314";"2010JJ00";""
"3391";"GM0314";"2011JJ00";""
"3392";"GM0314";"2012JJ00";""
"3393";"GM0314";"2013JJ00";""
"3394";"GM0314";"2014JJ00";""
"3395";"GM0314";"2015JJ00";""
"3396";"GM0314";"2016JJ00";""
"3397";"GM0314";"2017JJ00";""
"3398";"GM0314";"2018JJ00";""
"3399";"GM0314";"2019JJ00";""
"3400";"GM1706";"1995JJ00";""
"3401";"GM1706";"1996JJ00";""
"3402";"GM1706";"1997JJ00";""
"3403";"GM1706";"1998JJ00";"  140345"
"3404";"GM1706";"1999JJ00";"  180315"
"3405";"GM1706";"2000JJ00";"  203770"
"3406";"GM1706";"2001JJ00";"  205488"
"3407";"GM1706";"2002JJ00";"  211803"
"3408";"GM1706";"2003JJ00";"  213129"
"3409";"GM1706";"2004JJ00";"  219045"
"3410";"GM1706";"2005JJ00";"  219142"
"3411";"GM1706";"2006JJ00";"  238526"
"3412";"GM1706";"2007JJ00";"  262186"
"3413";"GM1706";"2008JJ00";"  262454"
"3414";"GM1706";"2009JJ00";"  274933"
"3415";"GM1706";"2010JJ00";"  253464"
"3416";"GM1706";"2011JJ00";"  259272"
"3417";"GM1706";"2012JJ00";"  223959"
"3418";"GM1706";"2013JJ00";"  221954"
"3419";"GM1706";"2014JJ00";"  218315"
"3420";"GM1706";"2015JJ00";"  225839"
"3421";"GM1706";"2016JJ00";"  227420"
"3422";"GM1706";"2017JJ00";"  247850"
"3423";"GM1706";"2018JJ00";"  281567"
"3424";"GM1706";"2019JJ00";"  283676"
"3425";"GM0611";"1995JJ00";"   88522"
"3426";"GM0611";"1996JJ00";"  105645"
"3427";"GM0611";"1997JJ00";"  108430"
"3428";"GM0611";"1998JJ00";"  125912"
"3429";"GM0611";"1999JJ00";"  143772"
"3430";"GM0611";"2000JJ00";"  176077"
"3431";"GM0611";"2001JJ00";"  192091"
"3432";"GM0611";"2002JJ00";"  213262"
"3433";"GM0611";"2003JJ00";"  226532"
"3434";"GM0611";"2004JJ00";"  247714"
"3435";"GM0611";"2005JJ00";"  240006"
"3436";"GM0611";"2006JJ00";"  279400"
"3437";"GM0611";"2007JJ00";"  259783"
"3438";"GM0611";"2008JJ00";"  291193"
"3439";"GM0611";"2009JJ00";"  269748"
"3440";"GM0611";"2010JJ00";"  254328"
"3441";"GM0611";"2011JJ00";"  259632"
"3442";"GM0611";"2012JJ00";"  243879"
"3443";"GM0611";"2013JJ00";"  220878"
"3444";"GM0611";"2014JJ00";"  223806"
"3445";"GM0611";"2015JJ00";"  235866"
"3446";"GM0611";"2016JJ00";"  243824"
"3447";"GM0611";"2017JJ00";"  252515"
"3448";"GM0611";"2018JJ00";"  270096"
"3449";"GM0611";"2019JJ00";""
"3450";"GM1684";"1995JJ00";"   95679"
"3451";"GM1684";"1996JJ00";"   94987"
"3452";"GM1684";"1997JJ00";"  114186"
"3453";"GM1684";"1998JJ00";"  119821"
"3454";"GM1684";"1999JJ00";"  144730"
"3455";"GM1684";"2000JJ00";"  179030"
"3456";"GM1684";"2001JJ00";"  183579"
"3457";"GM1684";"2002JJ00";"  201601"
"3458";"GM1684";"2003JJ00";"  204440"
"3459";"GM1684";"2004JJ00";"  219033"
"3460";"GM1684";"2005JJ00";"  207321"
"3461";"GM1684";"2006JJ00";"  246616"
"3462";"GM1684";"2007JJ00";"  244668"
"3463";"GM1684";"2008JJ00";"  255307"
"3464";"GM1684";"2009JJ00";"  240389"
"3465";"GM1684";"2010JJ00";"  232083"
"3466";"GM1684";"2011JJ00";"  239805"
"3467";"GM1684";"2012JJ00";"  216893"
"3468";"GM1684";"2013JJ00";"  192967"
"3469";"GM1684";"2014JJ00";"  186508"
"3470";"GM1684";"2015JJ00";"  200141"
"3471";"GM1684";"2016JJ00";"  206252"
"3472";"GM1684";"2017JJ00";"  220711"
"3473";"GM1684";"2018JJ00";"  253265"
"3474";"GM1684";"2019JJ00";"  281980"
"3475";"GM0216";"1995JJ00";"  104461"
"3476";"GM0216";"1996JJ00";"  116903"
"3477";"GM0216";"1997JJ00";"  125367"
"3478";"GM0216";"1998JJ00";"  136164"
"3479";"GM0216";"1999JJ00";"  158315"
"3480";"GM0216";"2000JJ00";"  174145"
"3481";"GM0216";"2001JJ00";"  196795"
"3482";"GM0216";"2002JJ00";"  212937"
"3483";"GM0216";"2003JJ00";"  210503"
"3484";"GM0216";"2004JJ00";"  216020"
"3485";"GM0216";"2005JJ00";"  229631"
"3486";"GM0216";"2006JJ00";"  236487"
"3487";"GM0216";"2007JJ00";"  258340"
"3488";"GM0216";"2008JJ00";"  256852"
"3489";"GM0216";"2009JJ00";"  251523"
"3490";"GM0216";"2010JJ00";"  253712"
"3491";"GM0216";"2011JJ00";"  255121"
"3492";"GM0216";"2012JJ00";"  246017"
"3493";"GM0216";"2013JJ00";"  222451"
"3494";"GM0216";"2014JJ00";"  229069"
"3495";"GM0216";"2015JJ00";"  233311"
"3496";"GM0216";"2016JJ00";"  221135"
"3497";"GM0216";"2017JJ00";"  242697"
"3498";"GM0216";"2018JJ00";"  264549"
"3499";"GM0216";"2019JJ00";"  299647"
"3500";"GM0110";"1995JJ00";"   94353"
"3501";"GM0110";"1996JJ00";"  112176"
"3502";"GM0110";"1997JJ00";"  102814"
"3503";"GM0110";"1998JJ00";""
"3504";"GM0110";"1999JJ00";""
"3505";"GM0110";"2000JJ00";""
"3506";"GM0110";"2001JJ00";""
"3507";"GM0110";"2002JJ00";""
"3508";"GM0110";"2003JJ00";""
"3509";"GM0110";"2004JJ00";""
"3510";"GM0110";"2005JJ00";""
"3511";"GM0110";"2006JJ00";""
"3512";"GM0110";"2007JJ00";""
"3513";"GM0110";"2008JJ00";""
"3514";"GM0110";"2009JJ00";""
"3515";"GM0110";"2010JJ00";""
"3516";"GM0110";"2011JJ00";""
"3517";"GM0110";"2012JJ00";""
"3518";"GM0110";"2013JJ00";""
"3519";"GM0110";"2014JJ00";""
"3520";"GM0110";"2015JJ00";""
"3521";"GM0110";"2016JJ00";""
"3522";"GM0110";"2017JJ00";""
"3523";"GM0110";"2018JJ00";""
"3524";"GM0110";"2019JJ00";""
"3525";"GM0148";"1995JJ00";"  117029"
"3526";"GM0148";"1996JJ00";"  128331"
"3527";"GM0148";"1997JJ00";"  146641"
"3528";"GM0148";"1998JJ00";"  151750"
"3529";"GM0148";"1999JJ00";"  163577"
"3530";"GM0148";"2000JJ00";"  193233"
"3531";"GM0148";"2001JJ00";"  230321"
"3532";"GM0148";"2002JJ00";"  225394"
"3533";"GM0148";"2003JJ00";"  236780"
"3534";"GM0148";"2004JJ00";"  250168"
"3535";"GM0148";"2005JJ00";"  239137"
"3536";"GM0148";"2006JJ00";"  256939"
"3537";"GM0148";"2007JJ00";"  277665"
"3538";"GM0148";"2008JJ00";"  276697"
"3539";"GM0148";"2009JJ00";"  260821"
"3540";"GM0148";"2010JJ00";"  239302"
"3541";"GM0148";"2011JJ00";"  231795"
"3542";"GM0148";"2012JJ00";"  227427"
"3543";"GM0148";"2013JJ00";"  227766"
"3544";"GM0148";"2014JJ00";"  237096"
"3545";"GM0148";"2015JJ00";"  234903"
"3546";"GM0148";"2016JJ00";"  254193"
"3547";"GM0148";"2017JJ00";"  260435"
"3548";"GM0148";"2018JJ00";"  294259"
"3549";"GM0148";"2019JJ00";"  303668"
"3550";"GM0065";"1995JJ00";"   73909"
"3551";"GM0065";"1996JJ00";"   79293"
"3552";"GM0065";"1997JJ00";"   89537"
"3553";"GM0065";"1998JJ00";"   99280"
"3554";"GM0065";"1999JJ00";"  122997"
"3555";"GM0065";"2000JJ00";"  143363"
"3556";"GM0065";"2001JJ00";"  159917"
"3557";"GM0065";"2002JJ00";"  194358"
"3558";"GM0065";"2003JJ00";"  180541"
"3559";"GM0065";"2004JJ00";"  180557"
"3560";"GM0065";"2005JJ00";"  203008"
"3561";"GM0065";"2006JJ00";"  199513"
"3562";"GM0065";"2007JJ00";"  213527"
"3563";"GM0065";"2008JJ00";"  220978"
"3564";"GM0065";"2009JJ00";""
"3565";"GM0065";"2010JJ00";""
"3566";"GM0065";"2011JJ00";""
"3567";"GM0065";"2012JJ00";""
"3568";"GM0065";"2013JJ00";""
"3569";"GM0065";"2014JJ00";""
"3570";"GM0065";"2015JJ00";""
"3571";"GM0065";"2016JJ00";""
"3572";"GM0065";"2017JJ00";""
"3573";"GM0065";"2018JJ00";""
"3574";"GM0065";"2019JJ00";""
"3575";"GM1891";"1995JJ00";""
"3576";"GM1891";"1996JJ00";""
"3577";"GM1891";"1997JJ00";""
"3578";"GM1891";"1998JJ00";""
"3579";"GM1891";"1999JJ00";""
"3580";"GM1891";"2000JJ00";""
"3581";"GM1891";"2001JJ00";""
"3582";"GM1891";"2002JJ00";""
"3583";"GM1891";"2003JJ00";""
"3584";"GM1891";"2004JJ00";""
"3585";"GM1891";"2005JJ00";""
"3586";"GM1891";"2006JJ00";""
"3587";"GM1891";"2007JJ00";""
"3588";"GM1891";"2008JJ00";""
"3589";"GM1891";"2009JJ00";"  202182"
"3590";"GM1891";"2010JJ00";"  207530"
"3591";"GM1891";"2011JJ00";"  205102"
"3592";"GM1891";"2012JJ00";"  179117"
"3593";"GM1891";"2013JJ00";"  175049"
"3594";"GM1891";"2014JJ00";"  179396"
"3595";"GM1891";"2015JJ00";"  187644"
"3596";"GM1891";"2016JJ00";"  206037"
"3597";"GM1891";"2017JJ00";"  209322"
"3598";"GM1891";"2018JJ00";"  225605"
"3599";"GM1891";"2019JJ00";"  234227"
"3600";"GM0503";"1995JJ00";"   79928"
"3601";"GM0503";"1996JJ00";"   91805"
"3602";"GM0503";"1997JJ00";"   99841"
"3603";"GM0503";"1998JJ00";"  110289"
"3604";"GM0503";"1999JJ00";"  121592"
"3605";"GM0503";"2000JJ00";"  145867"
"3606";"GM0503";"2001JJ00";"  162822"
"3607";"GM0503";"2002JJ00";"  184625"
"3608";"GM0503";"2003JJ00";"  190841"
"3609";"GM0503";"2004JJ00";"  189476"
"3610";"GM0503";"2005JJ00";"  198283"
"3611";"GM0503";"2006JJ00";"  214069"
"3612";"GM0503";"2007JJ00";"  223556"
"3613";"GM0503";"2008JJ00";"  238041"
"3614";"GM0503";"2009JJ00";"  221021"
"3615";"GM0503";"2010JJ00";"  225757"
"3616";"GM0503";"2011JJ00";"  229994"
"3617";"GM0503";"2012JJ00";"  212589"
"3618";"GM0503";"2013JJ00";"  208528"
"3619";"GM0503";"2014JJ00";"  212725"
"3620";"GM0503";"2015JJ00";"  211971"
"3621";"GM0503";"2016JJ00";"  224039"
"3622";"GM0503";"2017JJ00";"  250075"
"3623";"GM0503";"2018JJ00";"  282851"
"3624";"GM0503";"2019JJ00";"  311299"
"3625";"GM0010";"1995JJ00";"   61842"
"3626";"GM0010";"1996JJ00";"   62973"
"3627";"GM0010";"1997JJ00";"   73437"
"3628";"GM0010";"1998JJ00";"   69550"
"3629";"GM0010";"1999JJ00";"   78474"
"3630";"GM0010";"2000JJ00";"   92073"
"3631";"GM0010";"2001JJ00";"   96377"
"3632";"GM0010";"2002JJ00";"  113476"
"3633";"GM0010";"2003JJ00";"  112657"
"3634";"GM0010";"2004JJ00";"  126393"
"3635";"GM0010";"2005JJ00";"  134929"
"3636";"GM0010";"2006JJ00";"  141315"
"3637";"GM0010";"2007JJ00";"  150673"
"3638";"GM0010";"2008JJ00";"  153332"
"3639";"GM0010";"2009JJ00";"  138547"
"3640";"GM0010";"2010JJ00";"  141921"
"3641";"GM0010";"2011JJ00";"  143982"
"3642";"GM0010";"2012JJ00";"  137535"
"3643";"GM0010";"2013JJ00";"  132658"
"3644";"GM0010";"2014JJ00";"  123452"
"3645";"GM0010";"2015JJ00";"  130887"
"3646";"GM0010";"2016JJ00";"  132086"
"3647";"GM0010";"2017JJ00";"  140643"
"3648";"GM0010";"2018JJ00";"  142173"
"3649";"GM0010";"2019JJ00";"  155120"
"3650";"GM0149";"1995JJ00";"   92273"
"3651";"GM0149";"1996JJ00";"  109452"
"3652";"GM0149";"1997JJ00";"  115574"
"3653";"GM0149";"1998JJ00";"  120612"
"3654";"GM0149";"1999JJ00";"  162481"
"3655";"GM0149";"2000JJ00";"  172093"
"3656";"GM0149";"2001JJ00";"  216074"
"3657";"GM0149";"2002JJ00";"  213022"
"3658";"GM0149";"2003JJ00";""
"3659";"GM0149";"2004JJ00";""
"3660";"GM0149";"2005JJ00";""
"3661";"GM0149";"2006JJ00";""
"3662";"GM0149";"2007JJ00";""
"3663";"GM0149";"2008JJ00";""
"3664";"GM0149";"2009JJ00";""
"3665";"GM0149";"2010JJ00";""
"3666";"GM0149";"2011JJ00";""
"3667";"GM0149";"2012JJ00";""
"3668";"GM0149";"2013JJ00";""
"3669";"GM0149";"2014JJ00";""
"3670";"GM0149";"2015JJ00";""
"3671";"GM0149";"2016JJ00";""
"3672";"GM0149";"2017JJ00";""
"3673";"GM0149";"2018JJ00";""
"3674";"GM0149";"2019JJ00";""
"3675";"GM0762";"1995JJ00";"  109419"
"3676";"GM0762";"1996JJ00";"  130665"
"3677";"GM0762";"1997JJ00";"  152479"
"3678";"GM0762";"1998JJ00";"  163456"
"3679";"GM0762";"1999JJ00";"  202888"
"3680";"GM0762";"2000JJ00";"  229485"
"3681";"GM0762";"2001JJ00";"  230186"
"3682";"GM0762";"2002JJ00";"  232351"
"3683";"GM0762";"2003JJ00";"  241205"
"3684";"GM0762";"2004JJ00";"  234874"
"3685";"GM0762";"2005JJ00";"  257527"
"3686";"GM0762";"2006JJ00";"  287285"
"3687";"GM0762";"2007JJ00";"  291060"
"3688";"GM0762";"2008JJ00";"  322813"
"3689";"GM0762";"2009JJ00";"  306662"
"3690";"GM0762";"2010JJ00";"  282437"
"3691";"GM0762";"2011JJ00";"  276036"
"3692";"GM0762";"2012JJ00";"  262824"
"3693";"GM0762";"2013JJ00";"  243753"
"3694";"GM0762";"2014JJ00";"  217151"
"3695";"GM0762";"2015JJ00";"  237365"
"3696";"GM0762";"2016JJ00";"  261610"
"3697";"GM0762";"2017JJ00";"  288606"
"3698";"GM0762";"2018JJ00";"  286500"
"3699";"GM0762";"2019JJ00";"  298007"
"3700";"GM0150";"1995JJ00";"   70509"
"3701";"GM0150";"1996JJ00";"   79072"
"3702";"GM0150";"1997JJ00";"   87390"
"3703";"GM0150";"1998JJ00";"   96038"
"3704";"GM0150";"1999JJ00";"  118588"
"3705";"GM0150";"2000JJ00";"  147520"
"3706";"GM0150";"2001JJ00";"  166067"
"3707";"GM0150";"2002JJ00";"  172561"
"3708";"GM0150";"2003JJ00";"  184536"
"3709";"GM0150";"2004JJ00";"  184453"
"3710";"GM0150";"2005JJ00";"  192965"
"3711";"GM0150";"2006JJ00";"  200673"
"3712";"GM0150";"2007JJ00";"  210984"
"3713";"GM0150";"2008JJ00";"  211700"
"3714";"GM0150";"2009JJ00";"  206932"
"3715";"GM0150";"2010JJ00";"  205165"
"3716";"GM0150";"2011JJ00";"  214811"
"3717";"GM0150";"2012JJ00";"  203303"
"3718";"GM0150";"2013JJ00";"  180761"
"3719";"GM0150";"2014JJ00";"  196528"
"3720";"GM0150";"2015JJ00";"  194410"
"3721";"GM0150";"2016JJ00";"  207765"
"3722";"GM0150";"2017JJ00";"  226791"
"3723";"GM0150";"2018JJ00";"  248134"
"3724";"GM0150";"2019JJ00";"  264234"
"3725";"GM0218";"1995JJ00";"  105758"
"3726";"GM0218";"1996JJ00";"  123680"
"3727";"GM0218";"1997JJ00";"  145273"
"3728";"GM0218";"1998JJ00";"  154216"
"3729";"GM0218";"1999JJ00";"  200062"
"3730";"GM0218";"2000JJ00";"  212191"
"3731";"GM0218";"2001JJ00";"  208776"
"3732";"GM0218";"2002JJ00";"  238671"
"3733";"GM0218";"2003JJ00";"  239666"
"3734";"GM0218";"2004JJ00";"  251797"
"3735";"GM0218";"2005JJ00";""
"3736";"GM0218";"2006JJ00";""
"3737";"GM0218";"2007JJ00";""
"3738";"GM0218";"2008JJ00";""
"3739";"GM0218";"2009JJ00";""
"3740";"GM0218";"2010JJ00";""
"3741";"GM0218";"2011JJ00";""
"3742";"GM0218";"2012JJ00";""
"3743";"GM0218";"2013JJ00";""
"3744";"GM0218";"2014JJ00";""
"3745";"GM0218";"2015JJ00";""
"3746";"GM0218";"2016JJ00";""
"3747";"GM0218";"2017JJ00";""
"3748";"GM0218";"2018JJ00";""
"3749";"GM0218";"2019JJ00";""
"3750";"GM0384";"1995JJ00";"  106592"
"3751";"GM0384";"1996JJ00";"  106523"
