"ID";"RegioS";"Perioden";"GemiddeldeVerkoopprijs_1"
"425";"GM1680";"1995JJ00";""
"426";"GM1680";"1996JJ00";""
"427";"GM1680";"1997JJ00";""
"428";"GM1680";"1998JJ00";"  130136"
"429";"GM1680";"1999JJ00";"  159338"
"430";"GM1680";"2000JJ00";"  182830"
"431";"GM1680";"2001JJ00";"  216452"
"432";"GM1680";"2002JJ00";"  210945"
"433";"GM1680";"2003JJ00";"  205222"
"434";"GM1680";"2004JJ00";"  222208"
"435";"GM1680";"2005JJ00";"  231917"
"436";"GM1680";"2006JJ00";"  244657"
"437";"GM1680";"2007JJ00";"  265383"
"438";"GM1680";"2008JJ00";"  269367"
"439";"GM1680";"2009JJ00";"  227898"
"440";"GM1680";"2010JJ00";"  230392"
"441";"GM1680";"2011JJ00";"  236209"
"442";"GM1680";"2012JJ00";"  219111"
"443";"GM1680";"2013JJ00";"  213176"
"444";"GM1680";"2014JJ00";"  213509"
"445";"GM1680";"2015JJ00";"  241481"
"446";"GM1680";"2016JJ00";"  227275"
"447";"GM1680";"2017JJ00";"  241866"
"448";"GM1680";"2018JJ00";"  258980"
"449";"GM1680";"2019JJ00";"  284794"
"450";"GM0738";"1995JJ00";"  102023"
"451";"GM0738";"1996JJ00";"  115362"
"452";"GM0738";"1997JJ00";"  130831"
"453";"GM0738";"1998JJ00";"  141027"
"454";"GM0738";"1999JJ00";"  171212"
"455";"GM0738";"2000JJ00";"  212336"
"456";"GM0738";"2001JJ00";"  239708"
"457";"GM0738";"2002JJ00";"  231182"
"458";"GM0738";"2003JJ00";"  258579"
"459";"GM0738";"2004JJ00";"  243096"
"460";"GM0738";"2005JJ00";"  281099"
"461";"GM0738";"2006JJ00";"  278193"
"462";"GM0738";"2007JJ00";"  296221"
"463";"GM0738";"2008JJ00";"  286518"
"464";"GM0738";"2009JJ00";"  242576"
"465";"GM0738";"2010JJ00";"  276192"
"466";"GM0738";"2011JJ00";"  266466"
"467";"GM0738";"2012JJ00";"  250662"
"468";"GM0738";"2013JJ00";"  229378"
"469";"GM0738";"2014JJ00";"  229823"
"470";"GM0738";"2015JJ00";"  230525"
"471";"GM0738";"2016JJ00";"  248188"
"472";"GM0738";"2017JJ00";"  279988"
"473";"GM0738";"2018JJ00";"  284120"
"474";"GM0738";"2019JJ00";""
"475";"GM0358";"1995JJ00";"  115081"
"476";"GM0358";"1996JJ00";"  126116"
"477";"GM0358";"1997JJ00";"  136515"
"478";"GM0358";"1998JJ00";"  150441"
"479";"GM0358";"1999JJ00";"  201630"
"480";"GM0358";"2000JJ00";"  213742"
"481";"GM0358";"2001JJ00";"  251666"
"482";"GM0358";"2002JJ00";"  257608"
"483";"GM0358";"2003JJ00";"  282494"
"484";"GM0358";"2004JJ00";"  261497"
"485";"GM0358";"2005JJ00";"  286247"
"486";"GM0358";"2006JJ00";"  306764"
"487";"GM0358";"2007JJ00";"  330582"
"488";"GM0358";"2008JJ00";"  304057"
"489";"GM0358";"2009JJ00";"  302299"
"490";"GM0358";"2010JJ00";"  305355"
"491";"GM0358";"2011JJ00";"  314737"
"492";"GM0358";"2012JJ00";"  265452"
"493";"GM0358";"2013JJ00";"  288004"
"494";"GM0358";"2014JJ00";"  271638"
"495";"GM0358";"2015JJ00";"  277057"
"496";"GM0358";"2016JJ00";"  332572"
"497";"GM0358";"2017JJ00";"  375983"
"498";"GM0358";"2018JJ00";"  406960"
"499";"GM0358";"2019JJ00";"  409304"
"500";"GM0197";"1995JJ00";"   90191"
"501";"GM0197";"1996JJ00";"  105185"
"502";"GM0197";"1997JJ00";"   96758"
"503";"GM0197";"1998JJ00";"  119551"
"504";"GM0197";"1999JJ00";"  114640"
"505";"GM0197";"2000JJ00";"  153334"
"506";"GM0197";"2001JJ00";"  147145"
"507";"GM0197";"2002JJ00";"  169135"
"508";"GM0197";"2003JJ00";"  167115"
"509";"GM0197";"2004JJ00";"  172198"
"510";"GM0197";"2005JJ00";"  187662"
"511";"GM0197";"2006JJ00";"  193997"
"512";"GM0197";"2007JJ00";"  200628"
"513";"GM0197";"2008JJ00";"  193222"
"514";"GM0197";"2009JJ00";"  193284"
"515";"GM0197";"2010JJ00";"  187353"
"516";"GM0197";"2011JJ00";"  189290"
"517";"GM0197";"2012JJ00";"  176637"
"518";"GM0197";"2013JJ00";"  159498"
"519";"GM0197";"2014JJ00";"  175272"
"520";"GM0197";"2015JJ00";"  168032"
"521";"GM0197";"2016JJ00";"  192007"
"522";"GM0197";"2017JJ00";"  206497"
"523";"GM0197";"2018JJ00";"  210100"
"524";"GM0197";"2019JJ00";"  226080"
"525";"GM0480";"1995JJ00";"  128579"
"526";"GM0480";"1996JJ00";"  128587"
"527";"GM0480";"1997JJ00";"  155740"
"528";"GM0480";"1998JJ00";"  159988"
"529";"GM0480";"1999JJ00";"  219249"
"530";"GM0480";"2000JJ00";"  251576"
"531";"GM0480";"2001JJ00";"  266440"
"532";"GM0480";"2002JJ00";"  258324"
"533";"GM0480";"2003JJ00";"  239611"
"534";"GM0480";"2004JJ00";"  262765"
"535";"GM0480";"2005JJ00";"  254626"
"536";"GM0480";"2006JJ00";"  264752"
"537";"GM0480";"2007JJ00";""
"538";"GM0480";"2008JJ00";""
"539";"GM0480";"2009JJ00";""
"540";"GM0480";"2010JJ00";""
"541";"GM0480";"2011JJ00";""
"542";"GM0480";"2012JJ00";""
"543";"GM0480";"2013JJ00";""
"544";"GM0480";"2014JJ00";""
"545";"GM0480";"2015JJ00";""
"546";"GM0480";"2016JJ00";""
"547";"GM0480";"2017JJ00";""
"548";"GM0480";"2018JJ00";""
"549";"GM0480";"2019JJ00";""
"550";"GM0739";"1995JJ00";"  118892"
"551";"GM0739";"1996JJ00";"  110107"
"552";"GM0739";"1997JJ00";""
"553";"GM0739";"1998JJ00";""
"554";"GM0739";"1999JJ00";""
"555";"GM0739";"2000JJ00";""
"556";"GM0739";"2001JJ00";""
"557";"GM0739";"2002JJ00";""
"558";"GM0739";"2003JJ00";""
"559";"GM0739";"2004JJ00";""
"560";"GM0739";"2005JJ00";""
"561";"GM0739";"2006JJ00";""
"562";"GM0739";"2007JJ00";""
"563";"GM0739";"2008JJ00";""
"564";"GM0739";"2009JJ00";""
"565";"GM0739";"2010JJ00";""
"566";"GM0739";"2011JJ00";""
"567";"GM0739";"2012JJ00";""
"568";"GM0739";"2013JJ00";""
"569";"GM0739";"2014JJ00";""
"570";"GM0739";"2015JJ00";""
"571";"GM0739";"2016JJ00";""
"572";"GM0739";"2017JJ00";""
"573";"GM0739";"2018JJ00";""
"574";"GM0739";"2019JJ00";""
"575";"GM0305";"1995JJ00";"  174475"
"576";"GM0305";"1996JJ00";"  161604"
"577";"GM0305";"1997JJ00";"  205076"
"578";"GM0305";"1998JJ00";"  202595"
"579";"GM0305";"1999JJ00";"  284734"
"580";"GM0305";"2000JJ00";"  348015"
"581";"GM0305";"2001JJ00";"  370588"
"582";"GM0305";"2002JJ00";"  399958"
"583";"GM0305";"2003JJ00";"  351704"
"584";"GM0305";"2004JJ00";"  366841"
"585";"GM0305";"2005JJ00";"  424482"
"586";"GM0305";"2006JJ00";"  449208"
"587";"GM0305";"2007JJ00";"  518993"
"588";"GM0305";"2008JJ00";"  520749"
"589";"GM0305";"2009JJ00";"  454085"
"590";"GM0305";"2010JJ00";"  483105"
"591";"GM0305";"2011JJ00";""
"592";"GM0305";"2012JJ00";""
"593";"GM0305";"2013JJ00";""
"594";"GM0305";"2014JJ00";""
"595";"GM0305";"2015JJ00";""
"596";"GM0305";"2016JJ00";""
"597";"GM0305";"2017JJ00";""
"598";"GM0305";"2018JJ00";""
"599";"GM0305";"2019JJ00";""
"600";"GM0059";"1995JJ00";"   61727"
"601";"GM0059";"1996JJ00";"   73472"
"602";"GM0059";"1997JJ00";"   80563"
"603";"GM0059";"1998JJ00";"   95810"
"604";"GM0059";"1999JJ00";"  109922"
"605";"GM0059";"2000JJ00";"  133915"
"606";"GM0059";"2001JJ00";"  153585"
"607";"GM0059";"2002JJ00";"  153570"
"608";"GM0059";"2003JJ00";"  159611"
"609";"GM0059";"2004JJ00";"  176705"
"610";"GM0059";"2005JJ00";"  182002"
"611";"GM0059";"2006JJ00";"  201098"
"612";"GM0059";"2007JJ00";"  199191"
"613";"GM0059";"2008JJ00";"  214001"
"614";"GM0059";"2009JJ00";"  183043"
"615";"GM0059";"2010JJ00";"  188733"
"616";"GM0059";"2011JJ00";"  188124"
"617";"GM0059";"2012JJ00";"  178073"
"618";"GM0059";"2013JJ00";"  152525"
"619";"GM0059";"2014JJ00";"  155891"
"620";"GM0059";"2015JJ00";"  174264"
"621";"GM0059";"2016JJ00";"  179055"
"622";"GM0059";"2017JJ00";"  184383"
"623";"GM0059";"2018JJ00";"  211426"
"624";"GM0059";"2019JJ00";"  216483"
"625";"GM0360";"1995JJ00";"  125204"
"626";"GM0360";"1996JJ00";"  131277"
"627";"GM0360";"1997JJ00";"  137146"
"628";"GM0360";"1998JJ00";"  146720"
"629";"GM0360";"1999JJ00";"  171308"
"630";"GM0360";"2000JJ00";"  219702"
"631";"GM0360";"2001JJ00";"  273854"
"632";"GM0360";"2002JJ00";""
"633";"GM0360";"2003JJ00";""
"634";"GM0360";"2004JJ00";""
"635";"GM0360";"2005JJ00";""
"636";"GM0360";"2006JJ00";""
"637";"GM0360";"2007JJ00";""
"638";"GM0360";"2008JJ00";""
"639";"GM0360";"2009JJ00";""
"640";"GM0360";"2010JJ00";""
"641";"GM0360";"2011JJ00";""
"642";"GM0360";"2012JJ00";""
"643";"GM0360";"2013JJ00";""
"644";"GM0360";"2014JJ00";""
"645";"GM0360";"2015JJ00";""
"646";"GM0360";"2016JJ00";""
"647";"GM0360";"2017JJ00";""
"648";"GM0360";"2018JJ00";""
"649";"GM0360";"2019JJ00";""
"650";"GM0482";"1995JJ00";"   76663"
"651";"GM0482";"1996JJ00";"   97615"
"652";"GM0482";"1997JJ00";"  102416"
"653";"GM0482";"1998JJ00";"  110649"
"654";"GM0482";"1999JJ00";"  133865"
"655";"GM0482";"2000JJ00";"  146283"
"656";"GM0482";"2001JJ00";"  172244"
"657";"GM0482";"2002JJ00";"  182776"
"658";"GM0482";"2003JJ00";"  197255"
"659";"GM0482";"2004JJ00";"  204159"
"660";"GM0482";"2005JJ00";"  203787"
"661";"GM0482";"2006JJ00";"  209694"
"662";"GM0482";"2007JJ00";"  225699"
"663";"GM0482";"2008JJ00";"  226449"
"664";"GM0482";"2009JJ00";"  221303"
"665";"GM0482";"2010JJ00";"  229507"
"666";"GM0482";"2011JJ00";"  223250"
"667";"GM0482";"2012JJ00";"  212680"
"668";"GM0482";"2013JJ00";"  190876"
"669";"GM0482";"2014JJ00";"  204392"
"670";"GM0482";"2015JJ00";"  210548"
"671";"GM0482";"2016JJ00";"  213289"
"672";"GM0482";"2017JJ00";"  233036"
"673";"GM0482";"2018JJ00";"  263854"
"674";"GM0482";"2019JJ00";"  268447"
"675";"GM0613";"1995JJ00";"  116676"
"676";"GM0613";"1996JJ00";"  130390"
"677";"GM0613";"1997JJ00";"  150102"
"678";"GM0613";"1998JJ00";"  147784"
"679";"GM0613";"1999JJ00";"  156265"
"680";"GM0613";"2000JJ00";"  184493"
"681";"GM0613";"2001JJ00";"  242446"
"682";"GM0613";"2002JJ00";"  241545"
"683";"GM0613";"2003JJ00";"  245383"
"684";"GM0613";"2004JJ00";"  253426"
"685";"GM0613";"2005JJ00";"  273306"
"686";"GM0613";"2006JJ00";"  303935"
"687";"GM0613";"2007JJ00";"  291251"
"688";"GM0613";"2008JJ00";"  300151"
"689";"GM0613";"2009JJ00";"  289387"
"690";"GM0613";"2010JJ00";"  283348"
"691";"GM0613";"2011JJ00";"  266889"
"692";"GM0613";"2012JJ00";"  287149"
"693";"GM0613";"2013JJ00";"  246855"
"694";"GM0613";"2014JJ00";"  264735"
"695";"GM0613";"2015JJ00";"  267026"
"696";"GM0613";"2016JJ00";"  290565"
"697";"GM0613";"2017JJ00";"  326356"
"698";"GM0613";"2018JJ00";"  351955"
"699";"GM0613";"2019JJ00";"  361942"
"700";"GM0483";"1995JJ00";"  118817"
"701";"GM0483";"1996JJ00";"  140387"
"702";"GM0483";"1997JJ00";"  154551"
"703";"GM0483";"1998JJ00";"  175018"
"704";"GM0483";"1999JJ00";"  185251"
"705";"GM0483";"2000JJ00";"  234687"
"706";"GM0483";"2001JJ00";"  254388"
"707";"GM0483";"2002JJ00";"  277450"
"708";"GM0483";"2003JJ00";"  291477"
"709";"GM0483";"2004JJ00";"  240027"
"710";"GM0483";"2005JJ00";"  239278"
"711";"GM0483";"2006JJ00";"  318351"
"712";"GM0483";"2007JJ00";"  271451"
"713";"GM0483";"2008JJ00";"  320959"
"714";"GM0483";"2009JJ00";""
"715";"GM0483";"2010JJ00";""
"716";"GM0483";"2011JJ00";""
"717";"GM0483";"2012JJ00";""
"718";"GM0483";"2013JJ00";""
"719";"GM0483";"2014JJ00";""
"720";"GM0483";"2015JJ00";""
"721";"GM0483";"2016JJ00";""
"722";"GM0483";"2017JJ00";""
"723";"GM0483";"2018JJ00";""
"724";"GM0483";"2019JJ00";""
"725";"GM0361";"1995JJ00";"   84638"
"726";"GM0361";"1996JJ00";"   91749"
"727";"GM0361";"1997JJ00";"  101826"
"728";"GM0361";"1998JJ00";"  111290"
"729";"GM0361";"1999JJ00";"  128127"
"730";"GM0361";"2000JJ00";"  141369"
"731";"GM0361";"2001JJ00";"  158305"
"732";"GM0361";"2002JJ00";"  178507"
"733";"GM0361";"2003JJ00";"  181514"
"734";"GM0361";"2004JJ00";"  185798"
"735";"GM0361";"2005JJ00";"  190238"
"736";"GM0361";"2006JJ00";"  203969"
"737";"GM0361";"2007JJ00";"  214349"
"738";"GM0361";"2008JJ00";"  219564"
"739";"GM0361";"2009JJ00";"  210024"
"740";"GM0361";"2010JJ00";"  211926"
"741";"GM0361";"2011JJ00";"  206264"
"742";"GM0361";"2012JJ00";"  201883"
"743";"GM0361";"2013JJ00";"  187931"
"744";"GM0361";"2014JJ00";"  195094"
"745";"GM0361";"2015JJ00";"  194809"
"746";"GM0361";"2016JJ00";"  214497"
"747";"GM0361";"2017JJ00";"  238071"
"748";"GM0361";"2018JJ00";"  262519"
"749";"GM0361";"2019JJ00";"  286883"
"750";"GM0141";"1995JJ00";"   72108"
"751";"GM0141";"1996JJ00";"   75984"
"752";"GM0141";"1997JJ00";"   82409"
"753";"GM0141";"1998JJ00";"   90416"
"754";"GM0141";"1999JJ00";"  100990"
"755";"GM0141";"2000JJ00";"  120928"
"756";"GM0141";"2001JJ00";"  137626"
"757";"GM0141";"2002JJ00";"  148314"
"758";"GM0141";"2003JJ00";"  149677"
"759";"GM0141";"2004JJ00";"  155412"
"760";"GM0141";"2005JJ00";"  163863"
"761";"GM0141";"2006JJ00";"  174661"
"762";"GM0141";"2007JJ00";"  178376"
"763";"GM0141";"2008JJ00";"  172286"
"764";"GM0141";"2009JJ00";"  171564"
"765";"GM0141";"2010JJ00";"  172505"
"766";"GM0141";"2011JJ00";"  170489"
"767";"GM0141";"2012JJ00";"  171217"
"768";"GM0141";"2013JJ00";"  152775"
"769";"GM0141";"2014JJ00";"  164312"
"770";"GM0141";"2015JJ00";"  157127"
"771";"GM0141";"2016JJ00";"  169101"
"772";"GM0141";"2017JJ00";"  177040"
"773";"GM0141";"2018JJ00";"  191387"
"774";"GM0141";"2019JJ00";"  209973"
"775";"GM0034";"1995JJ00";"   92546"
"776";"GM0034";"1996JJ00";"  102638"
"777";"GM0034";"1997JJ00";"  108957"
"778";"GM0034";"1998JJ00";"  112179"
"779";"GM0034";"1999JJ00";"  134684"
"780";"GM0034";"2000JJ00";"  157145"
"781";"GM0034";"2001JJ00";"  170565"
"782";"GM0034";"2002JJ00";"  188560"
"783";"GM0034";"2003JJ00";"  197749"
"784";"GM0034";"2004JJ00";"  196465"
"785";"GM0034";"2005JJ00";"  197747"
"786";"GM0034";"2006JJ00";"  208941"
"787";"GM0034";"2007JJ00";"  215482"
"788";"GM0034";"2008JJ00";"  223489"
"789";"GM0034";"2009JJ00";"  209689"
"790";"GM0034";"2010JJ00";"  205853"
"791";"GM0034";"2011JJ00";"  205127"
"792";"GM0034";"2012JJ00";"  192040"
"793";"GM0034";"2013JJ00";"  180357"
"794";"GM0034";"2014JJ00";"  188513"
"795";"GM0034";"2015JJ00";"  194953"
"796";"GM0034";"2016JJ00";"  206317"
"797";"GM0034";"2017JJ00";"  240518"
"798";"GM0034";"2018JJ00";"  272616"
"799";"GM0034";"2019JJ00";"  294284"
"800";"GM0484";"1995JJ00";"  100965"
"801";"GM0484";"1996JJ00";"  112026"
"802";"GM0484";"1997JJ00";"  116687"
"803";"GM0484";"1998JJ00";"  125996"
"804";"GM0484";"1999JJ00";"  146359"
"805";"GM0484";"2000JJ00";"  181567"
"806";"GM0484";"2001JJ00";"  198489"
"807";"GM0484";"2002JJ00";"  203049"
"808";"GM0484";"2003JJ00";"  215776"
"809";"GM0484";"2004JJ00";"  213741"
"810";"GM0484";"2005JJ00";"  223145"
"811";"GM0484";"2006JJ00";"  236262"
"812";"GM0484";"2007JJ00";"  234586"
"813";"GM0484";"2008JJ00";"  248638"
"814";"GM0484";"2009JJ00";"  187425"
"815";"GM0484";"2010JJ00";"  193252"
"816";"GM0484";"2011JJ00";"  211847"
"817";"GM0484";"2012JJ00";"  198369"
"818";"GM0484";"2013JJ00";"  214234"
"819";"GM0484";"2014JJ00";"  224102"
"820";"GM0484";"2015JJ00";"  210948"
"821";"GM0484";"2016JJ00";"  223430"
"822";"GM0484";"2017JJ00";"  246886"
"823";"GM0484";"2018JJ00";"  269286"
"824";"GM0484";"2019JJ00";"  286500"
"825";"GM0741";"1995JJ00";"  124220"
"826";"GM0741";"1996JJ00";"  148051"
"827";"GM0741";"1997JJ00";""
"828";"GM0741";"1998JJ00";""
"829";"GM0741";"1999JJ00";""
"830";"GM0741";"2000JJ00";""
"831";"GM0741";"2001JJ00";""
"832";"GM0741";"2002JJ00";""
"833";"GM0741";"2003JJ00";""
"834";"GM0741";"2004JJ00";""
"835";"GM0741";"2005JJ00";""
"836";"GM0741";"2006JJ00";""
"837";"GM0741";"2007JJ00";""
"838";"GM0741";"2008JJ00";""
"839";"GM0741";"2009JJ00";""
"840";"GM0741";"2010JJ00";""
"841";"GM0741";"2011JJ00";""
"842";"GM0741";"2012JJ00";""
"843";"GM0741";"2013JJ00";""
"844";"GM0741";"2014JJ00";""
"845";"GM0741";"2015JJ00";""
"846";"GM0741";"2016JJ00";""
"847";"GM0741";"2017JJ00";""
"848";"GM0741";"2018JJ00";""
"849";"GM0741";"2019JJ00";""
"850";"GM1723";"1995JJ00";""
"851";"GM1723";"1996JJ00";""
"852";"GM1723";"1997JJ00";"  143765"
"853";"GM1723";"1998JJ00";"  176845"
"854";"GM1723";"1999JJ00";"  212194"
"855";"GM1723";"2000JJ00";"  279094"
"856";"GM1723";"2001JJ00";"  263608"
"857";"GM1723";"2002JJ00";"  270206"
"858";"GM1723";"2003JJ00";"  304739"
"859";"GM1723";"2004JJ00";"  300297"
"860";"GM1723";"2005JJ00";"  291493"
"861";"GM1723";"2006JJ00";"  355564"
"862";"GM1723";"2007JJ00";"  365341"
"863";"GM1723";"2008JJ00";"  326592"
"864";"GM1723";"2009JJ00";"  332111"
"865";"GM1723";"2010JJ00";"  297254"
"866";"GM1723";"2011JJ00";"  292151"
"867";"GM1723";"2012JJ00";"  277341"
"868";"GM1723";"2013JJ00";"  279286"
"869";"GM1723";"2014JJ00";"  276898"
"870";"GM1723";"2015JJ00";"  299679"
"871";"GM1723";"2016JJ00";"  291149"
"872";"GM1723";"2017JJ00";"  315979"
"873";"GM1723";"2018JJ00";"  345480"
"874";"GM1723";"2019JJ00";"  347848"
"875";"GM1959";"1995JJ00";""
"876";"GM1959";"1996JJ00";""
"877";"GM1959";"1997JJ00";""
"878";"GM1959";"1998JJ00";""
"879";"GM1959";"1999JJ00";""
"880";"GM1959";"2000JJ00";""
"881";"GM1959";"2001JJ00";""
"882";"GM1959";"2002JJ00";""
"883";"GM1959";"2003JJ00";""
"884";"GM1959";"2004JJ00";""
"885";"GM1959";"2005JJ00";""
"886";"GM1959";"2006JJ00";""
"887";"GM1959";"2007JJ00";""
"888";"GM1959";"2008JJ00";""
"889";"GM1959";"2009JJ00";""
"890";"GM1959";"2010JJ00";""
"891";"GM1959";"2011JJ00";""
"892";"GM1959";"2012JJ00";""
"893";"GM1959";"2013JJ00";""
"894";"GM1959";"2014JJ00";""
"895";"GM1959";"2015JJ00";""
"896";"GM1959";"2016JJ00";""
"897";"GM1959";"2017JJ00";""
"898";"GM1959";"2018JJ00";""
"899";"GM1959";"2019JJ00";"  291448"
"900";"GM0142";"1995JJ00";"   97156"
"901";"GM0142";"1996JJ00";"  127351"
"902";"GM0142";"1997JJ00";"  141375"
"903";"GM0142";"1998JJ00";"  148104"
"904";"GM0142";"1999JJ00";"  135718"
"905";"GM0142";"2000JJ00";"  208892"
"906";"GM0142";"2001JJ00";""
"907";"GM0142";"2002JJ00";""
"908";"GM0142";"2003JJ00";""
"909";"GM0142";"2004JJ00";""
"910";"GM0142";"2005JJ00";""
"911";"GM0142";"2006JJ00";""
"912";"GM0142";"2007JJ00";""
"913";"GM0142";"2008JJ00";""
"914";"GM0142";"2009JJ00";""
"915";"GM0142";"2010JJ00";""
"916";"GM0142";"2011JJ00";""
"917";"GM0142";"2012JJ00";""
"918";"GM0142";"2013JJ00";""
"919";"GM0142";"2014JJ00";""
"920";"GM0142";"2015JJ00";""
"921";"GM0142";"2016JJ00";""
"922";"GM0142";"2017JJ00";""
"923";"GM0142";"2018JJ00";""
"924";"GM0142";"2019JJ00";""
"925";"GM1679";"1995JJ00";"   97791"
"926";"GM1679";"1996JJ00";"  110575"
"927";"GM1679";"1997JJ00";"  115704"
"928";"GM1679";"1998JJ00";"  136267"
"929";"GM1679";"1999JJ00";"  140353"
"930";"GM1679";"2000JJ00";"  169937"
"931";"GM1679";"2001JJ00";"  170463"
"932";"GM1679";"2002JJ00";"  185087"
"933";"GM1679";"2003JJ00";"  185826"
"934";"GM1679";"2004JJ00";"  188546"
"935";"GM1679";"2005JJ00";"  186751"
"936";"GM1679";"2006JJ00";"  186527"
"937";"GM1679";"2007JJ00";""
"938";"GM1679";"2008JJ00";""
"939";"GM1679";"2009JJ00";""
"940";"GM1679";"2010JJ00";""
"941";"GM1679";"2011JJ00";""
"942";"GM1679";"2012JJ00";""
"943";"GM1679";"2013JJ00";""
"944";"GM1679";"2014JJ00";""
"945";"GM1679";"2015JJ00";""
"946";"GM1679";"2016JJ00";""
"947";"GM1679";"2017JJ00";""
"948";"GM1679";"2018JJ00";""
"949";"GM1679";"2019JJ00";""
"950";"GM0060";"1995JJ00";"   88893"
"951";"GM0060";"1996JJ00";"   74560"
"952";"GM0060";"1997JJ00";"   91752"
"953";"GM0060";"1998JJ00";"  108159"
"954";"GM0060";"1999JJ00";"  118170"
"955";"GM0060";"2000JJ00";"  161227"
"956";"GM0060";"2001JJ00";"  135235"
"957";"GM0060";"2002JJ00";"  159701"
"958";"GM0060";"2003JJ00";"  159645"
"959";"GM0060";"2004JJ00";"  174771"
"960";"GM0060";"2005JJ00";"  206699"
"961";"GM0060";"2006JJ00";"  190249"
"962";"GM0060";"2007JJ00";"  207912"
"963";"GM0060";"2008JJ00";"  210325"
"964";"GM0060";"2009JJ00";"  198673"
"965";"GM0060";"2010JJ00";"  207460"
"966";"GM0060";"2011JJ00";"  204085"
"967";"GM0060";"2012JJ00";"  181521"
"968";"GM0060";"2013JJ00";"  215026"
"969";"GM0060";"2014JJ00";"  198338"
"970";"GM0060";"2015JJ00";"  178284"
"971";"GM0060";"2016JJ00";"  252680"
"972";"GM0060";"2017JJ00";"  251805"
"973";"GM0060";"2018JJ00";"  259821"
"974";"GM0060";"2019JJ00";"  321196"
"975";"GM0306";"1995JJ00";"  126682"
"976";"GM0306";"1996JJ00";"  156784"
"977";"GM0306";"1997JJ00";"  169643"
"978";"GM0306";"1998JJ00";"  191675"
"979";"GM0306";"1999JJ00";"  185992"
"980";"GM0306";"2000JJ00";"  265472"
"981";"GM0306";"2001JJ00";"  258365"
"982";"GM0306";"2002JJ00";"  325381"
"983";"GM0306";"2003JJ00";"  303030"
"984";"GM0306";"2004JJ00";"  266476"
"985";"GM0306";"2005JJ00";"  349557"
"986";"GM0306";"2006JJ00";""
"987";"GM0306";"2007JJ00";""
"988";"GM0306";"2008JJ00";""
"989";"GM0306";"2009JJ00";""
"990";"GM0306";"2010JJ00";""
"991";"GM0306";"2011JJ00";""
"992";"GM0306";"2012JJ00";""
"993";"GM0306";"2013JJ00";""
"994";"GM0306";"2014JJ00";""
"995";"GM0306";"2015JJ00";""
"996";"GM0306";"2016JJ00";""
"997";"GM0306";"2017JJ00";""
"998";"GM0306";"2018JJ00";""
"999";"GM0306";"2019JJ00";""
"1000";"GM0307";"1995JJ00";"  107823"
"1001";"GM0307";"1996JJ00";"  117857"
"1002";"GM0307";"1997JJ00";"  129387"
"1003";"GM0307";"1998JJ00";"  143880"
"1004";"GM0307";"1999JJ00";"  166995"
"1005";"GM0307";"2000JJ00";"  198085"
"1006";"GM0307";"2001JJ00";"  217625"
"1007";"GM0307";"2002JJ00";"  224999"
"1008";"GM0307";"2003JJ00";"  223620"
"1009";"GM0307";"2004JJ00";"  233132"
"1010";"GM0307";"2005JJ00";"  240428"
"1011";"GM0307";"2006JJ00";"  249382"
"1012";"GM0307";"2007JJ00";"  258568"
"1013";"GM0307";"2008JJ00";"  274327"
"1014";"GM0307";"2009JJ00";"  255681"
"1015";"GM0307";"2010JJ00";"  269044"
"1016";"GM0307";"2011JJ00";"  261404"
"1017";"GM0307";"2012JJ00";"  245953"
"1018";"GM0307";"2013JJ00";"  233493"
"1019";"GM0307";"2014JJ00";"  243723"
"1020";"GM0307";"2015JJ00";"  240857"
"1021";"GM0307";"2016JJ00";"  262805"
"1022";"GM0307";"2017JJ00";"  296863"
"1023";"GM0307";"2018JJ00";"  340318"
"1024";"GM0307";"2019JJ00";"  358651"
"1025";"GM0198";"1995JJ00";"  105235"
"1026";"GM0198";"1996JJ00";"  116663"
"1027";"GM0198";"1997JJ00";"  122112"
"1028";"GM0198";"1998JJ00";"  123562"
"1029";"GM0198";"1999JJ00";""
"1030";"GM0198";"2000JJ00";""
"1031";"GM0198";"2001JJ00";""
"1032";"GM0198";"2002JJ00";""
"1033";"GM0198";"2003JJ00";""
"1034";"GM0198";"2004JJ00";""
"1035";"GM0198";"2005JJ00";""
"1036";"GM0198";"2006JJ00";""
"1037";"GM0198";"2007JJ00";""
"1038";"GM0198";"2008JJ00";""
"1039";"GM0198";"2009JJ00";""
"1040";"GM0198";"2010JJ00";""
"1041";"GM0198";"2011JJ00";""
"1042";"GM0198";"2012JJ00";""
"1043";"GM0198";"2013JJ00";""
"1044";"GM0198";"2014JJ00";""
"1045";"GM0198";"2015JJ00";""
"1046";"GM0198";"2016JJ00";""
"1047";"GM0198";"2017JJ00";""
"1048";"GM0198";"2018JJ00";""
"1049";"GM0198";"2019JJ00";""
"1050";"GM0362";"1995JJ00";"  110371"
"1051";"GM0362";"1996JJ00";"  120575"
"1052";"GM0362";"1997JJ00";"  138260"
"1053";"GM0362";"1998JJ00";"  160015"
"1054";"GM0362";"1999JJ00";"  199951"
"1055";"GM0362";"2000JJ00";"  244012"
"1056";"GM0362";"2001JJ00";"  264902"
"1057";"GM0362";"2002JJ00";"  270571"
"1058";"GM0362";"2003JJ00";"  264715"
"1059";"GM0362";"2004JJ00";"  274697"
"1060";"GM0362";"2005JJ00";"  286003"
"1061";"GM0362";"2006JJ00";"  295680"
"1062";"GM0362";"2007JJ00";"  318682"
